provider,ip_claim_sum,ip_claim_mean,ip_claim_max,ip_deductible_sum,ip_deductible_mean,ip_unique_patients,ip_deceased_patients,op_claim_sum,op_claim_mean,op_claim_max,op_deductible_sum,op_deductible_mean,op_unique_patients,op_deceased_patients,potentialfraud,total_claim_sum,total_claim_mean,total_deductible_sum,total_deductible_mean,total_unique_patients,total_deceased_patients,deceased_patient_ratio,claim_per_patient,ip_op_claim_ratio,ip_max_mean_ratio,chronic_cond_ratio,avg_claim_per_deceased
PRV52596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,200.0,400.0,0.0,0.0,2.0,0.0,No,400.0,199.99990000005,0.0,0.0,2.0,0.0,0.0,199.99990000005,0.0,0.0,0.0,0.0
PRV52598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10490.0,338.38709677419354,3300.0,30.0,0.967741935483871,30.0,1.0,No,10490.0,349.6666550111115,30.0,0.9999999666666678,30.0,1.0,0.033333332222222255,349.6666550111115,0.0,0.0,0.0,10490.0
PRV52599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87890.0,323.125,3300.0,950.0,3.4926470588235294,144.0,2.0,No,87890.0,610.3472179836999,950.0,6.597222176408179,144.0,2.0,0.013888888792438273,610.3472179836999,0.0,0.0,0.0,43945.0
PRV52602,84000.0,9333.333333333334,34000.0,8544.0,949.3333333333334,8.0,0.0,24520.0,350.2857142857143,6060.0,150.0,2.142857142857143,65.0,0.0,No,108520.0,1486.575322101708,8694.0,119.09588877950837,73.0,0.0,0.0,1486.575322101708,3.425774877511184,3.6428571424668363,0.0,0.0
PRV52604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3490.0,498.57142857142856,3300.0,0.0,0.0,7.0,0.0,No,3490.0,498.57135734694896,0.0,0.0,7.0,0.0,0.0,498.57135734694896,0.0,0.0,0.0,0.0
PRV52605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253880.0,253.88,3300.0,3020.0,3.02,401.0,8.0,No,253880.0,633.1172054036978,3020.0,7.531172051044459,401.0,8.0,0.01995012463852837,633.1172054036978,0.0,0.0,0.0,31735.0
PRV52606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,334.0,2300.0,240.0,8.0,22.0,1.0,No,10020.0,455.454524752067,240.0,10.909090413223163,22.0,1.0,0.045454543388429844,455.454524752067,0.0,0.0,0.0,10020.0
PRV52607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,1700.0,3300.0,0.0,0.0,2.0,0.0,No,3400.0,1699.9991500004248,0.0,0.0,2.0,0.0,0.0,1699.9991500004248,0.0,0.0,0.0,0.0
PRV52608,3000.0,3000.0,3000.0,1068.0,1068.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3000.0,2999.9970000030003,1068.0,1067.9989320010682,1.0,0.0,0.0,2999.9970000030003,3000000000.0,0.9999999996666668,0.0,0.0
PRV52609,58000.0,11600.0,15000.0,5340.0,1068.0,4.0,0.0,40690.0,317.890625,3300.0,410.0,3.203125,44.0,0.0,Yes,98690.0,2056.0416238324665,5750.0,119.791664171007,48.0,0.0,0.0,2056.0416238324665,1.4254116490187905,1.2931034481643875,0.0,0.0
PRV52610,3000.0,3000.0,3000.0,1068.0,1068.0,1.0,0.0,7040.0,440.0,2200.0,130.0,8.125,15.0,0.0,No,10040.0,627.4999607812524,1198.0,74.87499532031279,16.0,0.0,0.0,627.4999607812524,0.4261363635758329,0.9999999996666668,0.0,0.0
PRV52611,80000.0,8888.888888888889,30000.0,9612.0,1068.0,9.0,0.0,2760.0,394.2857142857143,900.0,0.0,0.0,7.0,0.0,No,82760.0,5172.4996767187695,9612.0,600.7499624531273,16.0,0.0,0.0,5172.4996767187695,28.985507235874817,3.3749999996203126,0.0,0.0
PRV52614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42480.0,272.3076923076923,3300.0,160.0,1.0256410256410255,94.0,2.0,No,42480.0,451.9148888094161,160.0,1.7021276414667272,94.0,2.0,0.02127659551833409,451.9148888094161,0.0,0.0,0.0,21240.0
PRV52615,18000.0,9000.0,12000.0,2136.0,1068.0,2.0,0.0,770.0,110.0,200.0,0.0,0.0,7.0,0.0,No,18770.0,2085.5553238271864,2136.0,237.3333069629659,9.0,0.0,0.0,2085.5553238271864,23.376623346264125,1.333333333185185,0.0,0.0
PRV52616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,576.0,2500.0,0.0,0.0,15.0,0.0,No,8640.0,575.9999616000026,0.0,0.0,15.0,0.0,0.0,575.9999616000026,0.0,0.0,0.0,0.0
PRV52617,349000.0,8309.52380952381,57000.0,43788.0,1042.5714285714287,39.0,0.0,58900.0,300.51020408163265,3300.0,620.0,3.163265306122449,109.0,1.0,No,407900.0,2756.0810624589117,44408.0,300.0540520266618,148.0,1.0,0.006756756711102995,2756.0810624589117,5.925297113651523,6.859598853042685,0.0,407900.0
PRV52621,176000.0,7333.333333333333,19000.0,24564.0,1023.5,21.0,0.0,4280.0,203.8095238095238,1400.0,160.0,7.619047619047619,21.0,0.0,No,180280.0,4292.380850181408,24724.0,588.666652650794,42.0,0.0,0.0,4292.380850181408,41.121495317494976,2.590909090555785,0.0,0.0
PRV52622,16000.0,4000.0,7000.0,4272.0,1068.0,4.0,0.0,1010.0,336.6666666666667,800.0,0.0,0.0,3.0,0.0,No,17010.0,2429.9996528571924,4272.0,610.2856271020532,7.0,0.0,0.0,2429.9996528571924,15.841584142731104,1.7499999995625,0.0,0.0
PRV52623,147000.0,14700.0,57000.0,10680.0,1068.0,10.0,0.0,55290.0,245.73333333333332,3300.0,760.0,3.3777777777777778,118.0,0.0,No,202290.0,1580.3906126531983,11440.0,89.37499930175782,128.0,0.0,0.0,1580.3906126531983,2.658708627190112,3.8775510201443844,0.0,0.0
PRV52626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,186.66666666666666,400.0,0.0,0.0,3.0,0.0,No,560.0,186.66660444446518,0.0,0.0,3.0,0.0,0.0,186.66660444446518,0.0,0.0,0.0,0.0
PRV52627,46000.0,15333.333333333334,37000.0,3204.0,1068.0,3.0,0.0,70.0,35.0,50.0,0.0,0.0,2.0,0.0,No,46070.0,9213.998157200369,3204.0,640.7998718400256,5.0,0.0,0.0,9213.998157200369,657.1428477551023,2.413043478103497,0.0,0.0
PRV52628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604120.0,287.9504289799809,5400.0,5780.0,2.7550047664442325,1354.0,13.0,Yes,604120.0,446.1742980456615,5780.0,4.26883308399643,1354.0,13.0,0.00960118167680858,446.1742980456615,0.0,0.0,0.0,46470.769230769234
PRV52629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12320.0,201.9672131147541,2200.0,140.0,2.2950819672131146,58.0,0.0,No,12320.0,212.41378944114157,140.0,2.413793061831154,58.0,0.0,0.0,212.41378944114157,0.0,0.0,0.0,0.0
PRV52630,774400.0,8901.149425287356,28000.0,91848.0,1055.7241379310344,78.0,1.0,99070.0,285.5043227665706,4100.0,1130.0,3.2564841498559076,209.0,4.0,Yes,873470.0,3043.449466747563,92978.0,323.96515566562664,287.0,5.0,0.017421602726754,3043.449466747563,7.816695265894654,3.1456611566713937,0.0,174694.0
PRV52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321750.0,304.399243140965,17300.0,2190.0,2.0719016083254496,804.0,7.0,No,321750.0,400.1865666664346,2190.0,2.723880593627014,804.0,7.0,0.008706467650862602,400.1865666664346,0.0,0.0,0.0,45964.28571428572
PRV52633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100770.0,265.8839050131926,3300.0,1190.0,3.1398416886543536,224.0,3.0,No,100770.0,449.86606942024076,1190.0,5.312499976283482,224.0,3.0,0.013392857083067602,449.86606942024076,0.0,0.0,0.0,33590.0
PRV52634,420400.0,7248.275862068966,20000.0,60876.0,1049.5862068965516,50.0,1.0,4550.0,156.89655172413794,1500.0,0.0,0.0,29.0,1.0,No,424950.0,5379.113855960584,60876.0,770.5822687268068,79.0,2.0,0.025316455375741072,5379.113855960584,92.39560437529767,2.7592768787820217,0.0,212475.0
PRV52636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6820.0,324.76190476190476,2500.0,160.0,7.619047619047619,21.0,0.0,No,6820.0,324.76188929705285,160.0,7.619047256235844,21.0,0.0,0.0,324.76188929705285,0.0,0.0,0.0,0.0
PRV52638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,0.0,1.0,0.0,No,400.0,399.99960000040005,0.0,0.0,1.0,0.0,0.0,399.99960000040005,0.0,0.0,0.0,0.0
PRV52639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10150.0,274.3243243243243,2100.0,90.0,2.4324324324324325,33.0,2.0,No,10150.0,307.57574825528036,90.0,2.7272726446281017,33.0,2.0,0.060606058769513374,307.57574825528036,0.0,0.0,0.0,5075.0
PRV52640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11050.0,167.42424242424244,2600.0,90.0,1.3636363636363635,65.0,1.0,No,11050.0,169.99999738461543,90.0,1.3846153633136098,65.0,1.0,0.015384615147928998,169.99999738461543,0.0,0.0,0.0,11050.0
PRV52641,164000.0,7809.523809523809,29000.0,22428.0,1068.0,20.0,0.0,22330.0,293.8157894736842,2800.0,50.0,0.6578947368421053,72.0,2.0,No,186330.0,2025.3260649421081,22478.0,244.32608430080344,92.0,2.0,0.021739130198487715,2025.3260649421081,7.34437975784396,3.713414633670843,0.0,93165.0
PRV52642,1252000.0,8575.342465753425,57000.0,152724.0,1046.054794520548,130.0,0.0,76240.0,262.8965517241379,3300.0,790.0,2.7241379310344827,167.0,2.0,Yes,1328240.0,4472.188537130678,153514.0,516.8821531418109,297.0,2.0,0.006734006711333311,4472.188537130678,16.421825813006013,6.646964855454906,0.0,664120.0
PRV52643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,462.72727272727275,3300.0,0.0,0.0,11.0,0.0,No,5090.0,462.7272306611609,0.0,0.0,11.0,0.0,0.0,462.7272306611609,0.0,0.0,0.0,0.0
PRV52644,64000.0,7111.111111111111,13000.0,9612.0,1068.0,9.0,0.0,6530.0,296.8181818181818,2500.0,70.0,3.1818181818181817,20.0,0.0,No,70530.0,2432.0688816527972,9682.0,333.8620574530325,29.0,0.0,0.0,2432.0688816527972,9.800918834639981,1.8281249997429199,0.0,0.0
PRV52645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109630.0,268.70098039215685,14060.0,1480.0,3.627450980392157,367.0,3.0,No,109630.0,298.71934523509714,1480.0,4.032697536695647,367.0,3.0,0.008174386898707392,298.71934523509714,0.0,0.0,0.0,36543.333333333336
PRV52646,292000.0,8588.235294117647,33000.0,35244.0,1036.5882352941176,33.0,0.0,14310.0,204.42857142857142,1700.0,60.0,0.8571428571428571,56.0,0.0,No,306310.0,3441.6853545878053,35304.0,396.67415284635786,89.0,0.0,0.0,3441.6853545878053,20.40531096992276,3.842465752977247,0.0,0.0
PRV52647,50000.0,7142.857142857143,14000.0,7476.0,1068.0,7.0,0.0,21070.0,309.8529411764706,2500.0,120.0,1.7647058823529411,66.0,1.0,No,71070.0,973.5616304991557,7596.0,104.05479309513983,73.0,1.0,0.013698629949333838,973.5616304991557,2.373042240039248,1.9599999997256,0.0,71070.0
PRV52648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255250.0,303.14726840855104,3300.0,1490.0,1.7695961995249405,259.0,1.0,Yes,255250.0,985.5212317161343,1490.0,5.7528957306838,259.0,1.0,0.00386100384609651,985.5212317161343,0.0,0.0,0.0,255250.0
PRV52649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602190.0,279.30890538033395,8000.0,5170.0,2.3979591836734695,1421.0,11.0,Yes,602190.0,423.77902855469455,5170.0,3.638282896806275,1421.0,11.0,0.0077410274400133506,423.77902855469455,0.0,0.0,0.0,54744.545454545456
PRV52651,33000.0,11000.0,23000.0,3204.0,1068.0,3.0,1.0,90.0,90.0,90.0,0.0,0.0,1.0,0.0,No,33090.0,8272.497931875516,3204.0,800.99979975005,4.0,1.0,0.24999993750001562,8272.497931875516,366.6666625925927,2.090909090719008,0.0,33090.0
PRV52652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190560.0,256.47375504710635,3300.0,2290.0,3.082099596231494,503.0,11.0,Yes,190560.0,378.8469177358908,2290.0,4.552683887569217,503.0,11.0,0.021868787232865235,378.8469177358908,0.0,0.0,0.0,17323.636363636364
PRV52653,68000.0,17000.0,30000.0,4272.0,1068.0,3.0,0.0,950.0,95.0,300.0,0.0,0.0,10.0,0.0,No,68950.0,5303.84574585802,4272.0,328.6153593372801,13.0,0.0,0.0,5303.84574585802,71.57894729307479,1.7647058822491348,0.0,0.0
PRV52654,453700.0,7822.413793103448,26000.0,59808.0,1031.1724137931035,56.0,0.0,29850.0,250.8403361344538,2700.0,360.0,3.0252100840336134,115.0,0.0,No,483550.0,2827.777761241066,60168.0,351.8596470651483,171.0,0.0,0.0,2827.777761241066,15.199329982740391,3.323782234532115,0.0,0.0
PRV52656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239770.0,309.3806451612903,3300.0,1950.0,2.5161290322580645,631.0,3.0,No,239770.0,379.98415153726756,1950.0,3.090332800173799,631.0,3.0,0.004754358154113537,379.98415153726756,0.0,0.0,0.0,79923.33333333333
PRV52657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29250.0,241.73553719008265,3100.0,350.0,2.8925619834710745,61.0,1.0,No,29250.0,479.5081888605215,350.0,5.737704823972052,61.0,1.0,0.016393442354205864,479.5081888605215,0.0,0.0,0.0,29250.0
PRV52658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14840.0,380.5128205128205,2700.0,120.0,3.076923076923077,36.0,0.0,No,14840.0,412.22221077160526,120.0,3.3333332407407434,36.0,0.0,0.0,412.22221077160526,0.0,0.0,0.0,0.0
PRV52659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310.0,137.91666666666666,1100.0,20.0,0.8333333333333334,24.0,2.0,No,3310.0,137.91666092013912,20.0,0.8333332986111125,24.0,2.0,0.08333332986111125,137.91666092013912,0.0,0.0,0.0,1655.0
PRV52660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145400.0,260.57347670250897,3300.0,2250.0,4.032258064516129,329.0,7.0,No,145400.0,441.94528741050067,2250.0,6.838905754289041,329.0,7.0,0.02127659568001035,441.94528741050067,0.0,0.0,0.0,20771.428571428572
PRV52661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75690.0,306.43724696356276,3300.0,660.0,2.672064777327935,233.0,3.0,No,75690.0,324.84978401352026,660.0,2.832618013593914,233.0,3.0,0.012875536425426883,324.84978401352026,0.0,0.0,0.0,25230.0
PRV52662,11000.0,5500.0,7000.0,2136.0,1068.0,2.0,0.0,1790.0,105.29411764705883,500.0,0.0,0.0,16.0,0.0,No,12790.0,710.555516080249,2136.0,118.66666007407443,18.0,0.0,0.0,710.555516080249,6.145251393214943,1.2727272724958676,0.0,0.0
PRV52663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180650.0,313.62847222222223,3300.0,1770.0,3.0729166666666665,272.0,3.0,No,180650.0,664.1544093229618,1770.0,6.507352917252379,272.0,3.0,0.011029411724156574,664.1544093229618,0.0,0.0,0.0,60216.666666666664
PRV52665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146130.0,240.74135090609556,3300.0,1930.0,3.1795716639209224,416.0,11.0,No,146130.0,351.2740376171297,1930.0,4.639423065770617,416.0,11.0,0.026442307628744454,351.2740376171297,0.0,0.0,0.0,13284.545454545454
PRV52666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930.0,228.97435897435898,2000.0,70.0,1.794871794871795,38.0,0.0,No,8930.0,234.99999381578965,70.0,1.8421052146814418,38.0,0.0,0.0,234.99999381578965,0.0,0.0,0.0,0.0
PRV52667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,80.0,0.0,0.0,3.0,0.0,No,150.0,49.99998333333889,0.0,0.0,3.0,0.0,0.0,49.99998333333889,0.0,0.0,0.0,0.0
PRV52668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,264.2857142857143,1300.0,0.0,0.0,6.0,0.0,No,1850.0,308.333281944453,0.0,0.0,6.0,0.0,0.0,308.333281944453,0.0,0.0,0.0,0.0
PRV52669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,0.0,0.0,1.0,0.0,No,300.0,299.99970000030004,0.0,0.0,1.0,0.0,0.0,299.99970000030004,0.0,0.0,0.0,0.0
PRV52670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,58.46153846153846,200.0,100.0,7.6923076923076925,13.0,0.0,No,760.0,58.46153396449739,100.0,7.692307100591762,13.0,0.0,0.0,58.46153396449739,0.0,0.0,0.0,0.0
PRV52671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,120.0,200.0,0.0,0.0,2.0,0.0,No,240.0,119.99994000003,0.0,0.0,2.0,0.0,0.0,119.99994000003,0.0,0.0,0.0,0.0
PRV52672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,130.0,300.0,0.0,0.0,2.0,0.0,No,390.0,194.99990250004873,0.0,0.0,2.0,0.0,0.0,194.99990250004873,0.0,0.0,0.0,0.0
PRV52673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19470.0,223.79310344827587,2100.0,520.0,5.977011494252873,52.0,0.0,No,19470.0,374.4230697226333,520.0,9.999999807692312,52.0,0.0,0.0,374.4230697226333,0.0,0.0,0.0,0.0
PRV52674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,243.33333333333334,700.0,0.0,0.0,3.0,0.0,No,730.0,243.33325222224926,0.0,0.0,3.0,0.0,0.0,243.33325222224926,0.0,0.0,0.0,0.0
PRV52676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800.0,251.28205128205127,3010.0,40.0,1.0256410256410255,34.0,0.0,No,9800.0,288.23528564013867,40.0,1.1764705536332192,34.0,0.0,0.0,288.23528564013867,0.0,0.0,0.0,0.0
PRV52677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,70.0,80.0,0.0,0.0,2.0,0.0,No,140.0,69.9999650000175,0.0,0.0,2.0,0.0,0.0,69.9999650000175,0.0,0.0,0.0,0.0
PRV52678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24930.0,336.8918918918919,2200.0,70.0,0.9459459459459459,51.0,0.0,No,24930.0,488.8235198269898,70.0,1.3725489926951178,51.0,0.0,0.0,488.8235198269898,0.0,0.0,0.0,0.0
PRV52679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100.0,303.77358490566036,2500.0,50.0,0.9433962264150944,36.0,0.0,No,16100.0,447.2222097993831,50.0,1.3888888503086432,36.0,0.0,0.0,447.2222097993831,0.0,0.0,0.0,0.0
PRV52681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,153.33333333333334,300.0,0.0,0.0,3.0,0.0,No,460.0,153.33328222223926,0.0,0.0,3.0,0.0,0.0,153.33328222223926,0.0,0.0,0.0,0.0
PRV52683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33240.0,253.74045801526717,3300.0,220.0,1.6793893129770991,66.0,1.0,No,33240.0,503.63635600550975,220.0,3.3333332828282836,66.0,1.0,0.015151514921946744,503.63635600550975,0.0,0.0,0.0,33240.0
PRV52684,66000.0,13200.0,36000.0,5340.0,1068.0,5.0,0.0,64040.0,312.390243902439,5700.0,620.0,3.024390243902439,105.0,0.0,No,130040.0,1182.181807434711,5960.0,54.18181768925621,110.0,0.0,0.0,1182.181807434711,1.0306058713143254,2.7272727270661155,0.0,0.0
PRV52686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,124.44444444444444,200.0,0.0,0.0,8.0,1.0,No,1120.0,139.9999825000022,0.0,0.0,8.0,1.0,0.12499998437500197,139.9999825000022,0.0,0.0,0.0,1120.0
PRV52687,56000.0,9333.333333333334,21000.0,6408.0,1068.0,5.0,0.0,5920.0,169.14285714285714,1700.0,0.0,0.0,20.0,2.0,No,61920.0,2476.799900928004,6408.0,256.3199897472004,25.0,2.0,0.07999999680000013,2476.799900928004,9.459459457861577,2.2499999997589284,0.0,30960.0
PRV52688,99000.0,16500.0,57000.0,6408.0,1068.0,5.0,0.0,16670.0,314.52830188679246,3300.0,150.0,2.830188679245283,28.0,0.0,No,115670.0,3505.151408934806,6558.0,198.72726670523437,33.0,0.0,0.0,3505.151408934806,5.938812237196232,3.4545454543360883,0.0,0.0
PRV52689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,110.83333333333333,400.0,100.0,8.333333333333334,12.0,0.0,No,1330.0,110.833324097223,100.0,8.333332638888947,12.0,0.0,0.0,110.833324097223,0.0,0.0,0.0,0.0
PRV52690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52510.0,448.8034188034188,3300.0,690.0,5.897435897435898,37.0,0.0,Yes,52510.0,1419.1891508327258,690.0,18.64864814463113,37.0,0.0,0.0,1419.1891508327258,0.0,0.0,0.0,0.0
PRV52691,20000.0,6666.666666666667,11000.0,3204.0,1068.0,3.0,0.0,2380.0,170.0,500.0,110.0,7.857142857142857,12.0,0.0,No,22380.0,1491.99990053334,3314.0,220.93331860444545,15.0,0.0,0.0,1491.99990053334,8.403361341006992,1.6499999997525,0.0,0.0
PRV52692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9640.0,267.77777777777777,1800.0,290.0,8.055555555555555,18.0,0.0,No,9640.0,535.5555258024708,290.0,16.111110216049433,18.0,0.0,0.0,535.5555258024708,0.0,0.0,0.0,0.0
PRV52693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920.0,490.0,2100.0,0.0,0.0,8.0,0.0,No,3920.0,489.9999387500077,0.0,0.0,8.0,0.0,0.0,489.9999387500077,0.0,0.0,0.0,0.0
PRV52694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,55.0,100.0,0.0,0.0,2.0,0.0,No,110.0,54.99997250001375,0.0,0.0,2.0,0.0,0.0,54.99997250001375,0.0,0.0,0.0,0.0
PRV52695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,40.0,50.0,0.0,0.0,5.0,0.0,No,200.0,39.9999920000016,0.0,0.0,5.0,0.0,0.0,39.9999920000016,0.0,0.0,0.0,0.0
PRV52696,96000.0,32000.0,51000.0,3204.0,1068.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,96000.0,31999.98933333689,3204.0,1067.9996440001187,3.0,0.0,0.0,31999.98933333689,96000000000.0,1.5937499999501954,0.0,0.0
PRV52697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,130.0,200.0,0.0,0.0,5.0,0.0,No,650.0,129.9999740000052,0.0,0.0,5.0,0.0,0.0,129.9999740000052,0.0,0.0,0.0,0.0
PRV52698,7000.0,7000.0,7000.0,1068.0,1068.0,1.0,0.0,34770.0,285.0,3300.0,480.0,3.9344262295081966,55.0,9.0,No,41770.0,745.8928438233421,1548.0,27.642856649234705,56.0,9.0,0.16071428284438782,745.8928438233421,0.20132297957430764,0.9999999998571428,0.0,4641.111111111111
PRV52699,9000.0,9000.0,9000.0,1068.0,1068.0,1.0,0.0,4150.0,377.27272727272725,3200.0,0.0,0.0,10.0,0.0,No,13150.0,1195.4544367768694,1068.0,97.09090026446361,11.0,0.0,0.0,1195.4544367768694,2.1686746982726084,0.9999999998888889,0.0,0.0
PRV52700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12300.0,410.0,3300.0,100.0,3.3333333333333335,16.0,0.0,No,12300.0,768.749951953128,100.0,6.249999609375024,16.0,0.0,0.0,768.749951953128,0.0,0.0,0.0,0.0
PRV52701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25610.0,266.7708333333333,3300.0,340.0,3.5416666666666665,55.0,0.0,No,25610.0,465.6363551702481,340.0,6.18181806942149,55.0,0.0,0.0,465.6363551702481,0.0,0.0,0.0,0.0
PRV52702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6750.0,241.07142857142858,1800.0,40.0,1.4285714285714286,24.0,0.0,No,6750.0,281.24998828125047,40.0,1.666666597222225,24.0,0.0,0.0,281.24998828125047,0.0,0.0,0.0,0.0
PRV52703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,675.0,2100.0,190.0,47.5,4.0,0.0,No,2700.0,674.9998312500421,190.0,47.499988125002965,4.0,0.0,0.0,674.9998312500421,0.0,0.0,0.0,0.0
PRV52704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51790.0,325.72327044025155,3300.0,530.0,3.3333333333333335,73.0,1.0,No,51790.0,709.4520450759994,530.0,7.260273873146933,73.0,1.0,0.013698629949333838,709.4520450759994,0.0,0.0,0.0,51790.0
PRV52706,25000.0,12500.0,20000.0,2136.0,1068.0,2.0,0.0,8190.0,341.25,1900.0,0.0,0.0,23.0,0.0,No,33190.0,1327.5999468960022,2136.0,85.43999658240013,25.0,0.0,0.0,1327.5999468960022,3.0525030521303416,1.599999999872,0.0,0.0
PRV52708,32000.0,6400.0,14000.0,5340.0,1068.0,4.0,0.0,8400.0,323.0769230769231,3300.0,70.0,2.6923076923076925,11.0,0.0,No,40400.0,2693.33315377779,5410.0,360.66664262222383,15.0,0.0,0.0,2693.33315377779,3.8095238090702948,2.187499999658203,0.0,0.0
PRV52709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220.0,170.76923076923077,1100.0,0.0,0.0,4.0,0.0,No,2220.0,554.9998612500347,0.0,0.0,4.0,0.0,0.0,554.9998612500347,0.0,0.0,0.0,0.0
PRV52710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.0,157.5,700.0,10.0,0.35714285714285715,26.0,0.0,No,4410.0,169.61537809171622,10.0,0.3846153698224858,26.0,0.0,0.0,169.61537809171622,0.0,0.0,0.0,0.0
PRV52711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.0,325.35714285714283,3300.0,0.0,0.0,18.0,0.0,No,9110.0,506.1110829938287,0.0,0.0,18.0,0.0,0.0,506.1110829938287,0.0,0.0,0.0,0.0
PRV52713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14260.0,237.66666666666666,2300.0,130.0,2.1666666666666665,21.0,0.0,No,14260.0,679.0475867120197,130.0,6.190475895691624,21.0,0.0,0.0,679.0475867120197,0.0,0.0,0.0,0.0
PRV52714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,142.0,500.0,0.0,0.0,5.0,0.0,No,710.0,141.99997160000567,0.0,0.0,5.0,0.0,0.0,141.99997160000567,0.0,0.0,0.0,0.0
PRV52715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,66.66666666666667,80.0,0.0,0.0,3.0,0.0,No,200.0,66.66664444445185,0.0,0.0,3.0,0.0,0.0,66.66664444445185,0.0,0.0,0.0,0.0
PRV52717,185000.0,9250.0,41000.0,21360.0,1068.0,18.0,1.0,26130.0,239.72477064220183,3000.0,850.0,7.798165137614679,78.0,2.0,No,211130.0,2199.2708104242624,22210.0,231.35416425672747,96.0,3.0,0.03124999967447917,2199.2708104242624,7.079984691654038,4.43243243195325,0.0,70376.66666666667
PRV52719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10840.0,172.06349206349208,2700.0,310.0,4.920634920634921,33.0,2.0,No,10840.0,328.4848385307625,310.0,9.393939109274573,33.0,2.0,0.060606058769513374,328.4848385307625,0.0,0.0,0.0,5420.0
